CMDLINE python tracing_client_bench_mem.py
MEM 178.609375 1732392507.3504
MEM 178.609375 1732392507.4559
MEM 178.609375 1732392507.5595
MEM 178.609375 1732392507.6641
MEM 178.609375 1732392507.7685
MEM 173.562500 1732392507.8738
MEM 167.953125 1732392507.9760
MEM 157.968750 1732392508.0775
MEM 157.734375 1732392508.1814
MEM 154.843750 1732392508.2848
MEM 154.812500 1732392508.3895
MEM 126.000000 1732392508.4943
MEM 124.546875 1732392508.5993
MEM 122.015625 1732392508.7048
MEM 120.828125 1732392508.8099
MEM 120.562500 1732392508.9141
MEM 94.843750 1732392509.0194
MEM 95.078125 1732392509.1246
MEM 70.734375 1732392509.2300
MEM 70.734375 1732392509.3330
MEM 72.109375 1732392509.4374
MEM 73.125000 1732392509.5405
MEM 74.125000 1732392509.6442
MEM 74.281250 1732392509.7505
MEM 75.375000 1732392509.8561
MEM 77.468750 1732392509.9604
MEM 77.765625 1732392510.0651
MEM 78.796875 1732392510.1684
MEM 80.359375 1732392510.2693
MEM 79.734375 1732392510.3743
MEM 79.437500 1732392510.4754
MEM 78.453125 1732392510.5771
MEM 78.421875 1732392510.6819
MEM 81.062500 1732392510.7843
MEM 81.234375 1732392510.8865
MEM 82.218750 1732392510.9890
MEM 83.640625 1732392511.0944
MEM 85.390625 1732392511.1985
MEM 86.406250 1732392511.3026
MEM 87.968750 1732392511.4069
MEM 86.890625 1732392511.5100
MEM 76.921875 1732392511.6118
MEM 77.921875 1732392511.7164
MEM 78.937500 1732392511.8209
MEM 79.937500 1732392511.9264
MEM 80.937500 1732392512.0318
MEM 81.921875 1732392512.1380
MEM 82.921875 1732392512.2413
MEM 83.906250 1732392512.3424
MEM 84.437500 1732392512.4443
MEM 79.953125 1732392512.5492
MEM 79.578125 1732392512.6524
MEM 79.953125 1732392512.7565
MEM 83.015625 1732392512.8584
MEM 82.859375 1732392512.9638
MEM 87.406250 1732392513.0678
MEM 87.343750 1732392513.1693
MEM 85.296875 1732392513.2730
MEM 85.296875 1732392513.3766
MEM 86.984375 1732392513.4792
MEM 86.984375 1732392513.5829
MEM 88.000000 1732392513.6879
MEM 89.000000 1732392513.7928
MEM 90.062500 1732392513.8958
MEM 92.078125 1732392514.0000
MEM 93.500000 1732392514.1031
MEM 91.468750 1732392514.2062
MEM 92.796875 1732392514.3118
MEM 93.796875 1732392514.4170
MEM 95.500000 1732392514.5205
MEM 96.953125 1732392514.6253
MEM 98.093750 1732392514.7301
MEM 98.562500 1732392514.8326
MEM 99.562500 1732392514.9375
MEM 99.562500 1732392515.0402
MEM 99.468750 1732392515.1425
MEM 100.656250 1732392515.2439
MEM 102.000000 1732392515.3473
MEM 102.984375 1732392515.4529
MEM 103.968750 1732392515.5581
MEM 104.984375 1732392515.6614
MEM 105.968750 1732392515.7658
MEM 106.953125 1732392515.8702
MEM 107.968750 1732392515.9724
MEM 108.953125 1732392516.0748
MEM 109.843750 1732392516.1798
MEM 110.703125 1732392516.2834
MEM 109.796875 1732392516.3870
MEM 102.359375 1732392516.4882
MEM 95.937500 1732392516.5905
MEM 95.750000 1732392516.6931
MEM 89.406250 1732392516.7982
MEM 85.218750 1732392516.9014
MEM 77.328125 1732392517.0024
MEM 78.843750 1732392517.1070
MEM 80.015625 1732392517.2125
MEM 81.156250 1732392517.3162
MEM 82.234375 1732392517.4214
MEM 83.250000 1732392517.5257
MEM 84.265625 1732392517.6287
MEM 85.781250 1732392517.7309
MEM 82.921875 1732392517.8360
MEM 79.968750 1732392517.9384
MEM 75.875000 1732392518.0429
MEM 69.234375 1732392518.1438
MEM 65.890625 1732392518.2456
MEM 63.078125 1732392518.3487
MEM 64.578125 1732392518.4538
MEM 64.531250 1732392518.5585
MEM 62.578125 1732392518.6621
MEM 56.953125 1732392518.7650
MEM 59.359375 1732392518.8658
MEM 59.406250 1732392518.9691
MEM 60.421875 1732392519.0739
MEM 59.531250 1732392519.1780
MEM 54.890625 1732392519.2824
MEM 56.671875 1732392519.3868
MEM 62.843750 1732392519.4897
MEM 64.750000 1732392519.5918
MEM 64.296875 1732392519.6965
MEM 59.125000 1732392519.7978
MEM 52.656250 1732392519.9032
MEM 53.343750 1732392520.0085
MEM 54.015625 1732392520.1108
MEM 56.140625 1732392520.2146
MEM 55.859375 1732392520.3191
MEM 58.984375 1732392520.4231
MEM 61.250000 1732392520.5282
MEM 62.906250 1732392520.6303
MEM 63.953125 1732392520.7381
MEM 63.937500 1732392520.8423
MEM 65.515625 1732392520.9472
MEM 65.515625 1732392521.0510
MEM 66.515625 1732392521.1555
MEM 65.812500 1732392521.2603
MEM 67.437500 1732392521.3635
MEM 68.437500 1732392521.4681
MEM 69.453125 1732392521.5726
MEM 70.828125 1732392521.6759
MEM 66.437500 1732392521.7785
MEM 66.437500 1732392521.8820
MEM 66.437500 1732392521.9874
MEM 66.593750 1732392522.0922
MEM 63.718750 1732392522.1939
MEM 64.812500 1732392522.2987
MEM 66.859375 1732392522.4025
MEM 67.250000 1732392522.5077
MEM 68.312500 1732392522.6113
MEM 69.343750 1732392522.7175
MEM 69.953125 1732392522.8209
MEM 71.984375 1732392522.9239
MEM 73.046875 1732392523.0263
MEM 74.312500 1732392523.1310
MEM 75.312500 1732392523.2356
MEM 76.343750 1732392523.3411
MEM 77.359375 1732392523.4463
MEM 78.359375 1732392523.5519
MEM 79.875000 1732392523.6537
MEM 81.296875 1732392523.7561
MEM 83.078125 1732392523.8606
MEM 84.078125 1732392523.9659
MEM 85.578125 1732392524.0700
MEM 84.578125 1732392524.1753
MEM 86.031250 1732392524.2785
MEM 87.750000 1732392524.3836
MEM 88.765625 1732392524.4883
MEM 90.171875 1732392524.5933
MEM 92.296875 1732392524.6978
MEM 93.312500 1732392524.8031
MEM 95.453125 1732392524.9087
MEM 96.468750 1732392525.0092
MEM 99.125000 1732392525.1136
MEM 99.125000 1732392525.2157
MEM 99.125000 1732392525.3185
MEM 108.625000 1732392525.4221
MEM 120.312500 1732392525.5243
MEM 121.421875 1732392525.6272
MEM 122.437500 1732392525.7315
MEM 123.718750 1732392525.8350
MEM 124.718750 1732392525.9403
MEM 126.703125 1732392526.0433
MEM 127.828125 1732392526.1460
MEM 129.828125 1732392526.2481
MEM 130.843750 1732392526.3537
MEM 132.250000 1732392526.4565
MEM 133.234375 1732392526.5573
MEM 135.218750 1732392526.6611
MEM 136.203125 1732392526.7637
MEM 138.187500 1732392526.8681
MEM 136.296875 1732392526.9732
MEM 135.828125 1732392527.0778
MEM 129.125000 1732392527.1833
MEM 125.781250 1732392527.2880
MEM 123.421875 1732392527.3929
MEM 121.406250 1732392527.4932
MEM 108.812500 1732392527.5949
MEM 107.281250 1732392527.6997
MEM 107.750000 1732392527.8026
MEM 110.312500 1732392527.9068
MEM 107.328125 1732392528.0146
MEM 108.046875 1732392528.1202
MEM 110.796875 1732392528.2246
MEM 101.796875 1732392528.3295
MEM 103.234375 1732392528.4311
MEM 105.265625 1732392528.5330
MEM 106.250000 1732392528.6383
MEM 107.453125 1732392528.7435
MEM 105.718750 1732392528.8447
MEM 100.406250 1732392528.9489
MEM 98.640625 1732392529.0505
MEM 86.468750 1732392529.1520
MEM 77.437500 1732392529.2573
MEM 77.828125 1732392529.3622
MEM 74.890625 1732392529.4663
MEM 76.828125 1732392529.5670
MEM 69.343750 1732392529.6698
MEM 65.968750 1732392529.7718
MEM 67.609375 1732392529.8749
MEM 67.343750 1732392529.9781
MEM 66.984375 1732392530.0836
MEM 65.468750 1732392530.1885
MEM 68.046875 1732392530.2896
MEM 69.171875 1732392530.3937
MEM 71.140625 1732392530.4971
MEM 69.484375 1732392530.6024
MEM 72.890625 1732392530.7070
MEM 61.265625 1732392530.8117
MEM 62.812500 1732392530.9144
MEM 64.890625 1732392531.0195
MEM 65.625000 1732392531.1245
MEM 66.640625 1732392531.2280
MEM 69.218750 1732392531.3307
MEM 70.281250 1732392531.4356
MEM 68.171875 1732392531.5405
MEM 58.843750 1732392531.6419
MEM 58.390625 1732392531.7451
MEM 59.203125 1732392531.8474
MEM 60.921875 1732392531.9515
MEM 60.171875 1732392532.0570
MEM 63.796875 1732392532.1609
MEM 65.375000 1732392532.2632
MEM 66.437500 1732392532.3669
MEM 67.562500 1732392532.4694
MEM 69.625000 1732392532.5748
MEM 71.656250 1732392532.6759
MEM 72.703125 1732392532.7807
MEM 74.750000 1732392532.8830
MEM 75.765625 1732392532.9851
MEM 77.812500 1732392533.0893
MEM 78.859375 1732392533.1936
MEM 80.890625 1732392533.2995
MEM 82.718750 1732392533.4022
MEM 83.015625 1732392533.5065
MEM 83.015625 1732392533.6086
MEM 83.015625 1732392533.7119
MEM 83.015625 1732392533.8154
MEM 83.015625 1732392533.9198
MEM 83.015625 1732392534.0245
MEM 83.015625 1732392534.1299
MEM 79.000000 1732392534.2308
MEM 75.812500 1732392534.3330
MEM 77.359375 1732392534.4353
MEM 77.437500 1732392534.5378
MEM 72.687500 1732392534.6401
MEM 75.078125 1732392534.7421
MEM 75.500000 1732392534.8431
MEM 77.171875 1732392534.9439
MEM 75.796875 1732392535.0479
MEM 71.906250 1732392535.1532
MEM 68.234375 1732392535.2587
MEM 66.609375 1732392535.3623
MEM 67.109375 1732392535.4654
MEM 67.953125 1732392535.5671
MEM 44.484375 1732392535.6693
MEM 46.390625 1732392535.7727
MEM 47.468750 1732392535.8766
MEM 49.640625 1732392535.9808
MEM 50.671875 1732392536.0858
MEM 54.515625 1732392536.1910
MEM 50.984375 1732392536.2950
MEM 53.093750 1732392536.3962
MEM 57.218750 1732392536.4983
MEM 58.421875 1732392536.5995
MEM 57.406250 1732392536.7030
MEM 57.437500 1732392536.8071
MEM 58.453125 1732392536.9117
MEM 60.765625 1732392537.0151
MEM 60.921875 1732392537.1199
MEM 62.968750 1732392537.2246
MEM 63.984375 1732392537.3265
MEM 66.796875 1732392537.4303
MEM 68.812500 1732392537.5329
MEM 69.828125 1732392537.6334
MEM 72.312500 1732392537.7389
MEM 74.437500 1732392537.8417
MEM 75.484375 1732392537.9432
MEM 78.531250 1732392538.0488
MEM 80.187500 1732392538.1541
MEM 78.953125 1732392538.2587
MEM 78.968750 1732392538.3614
MEM 82.546875 1732392538.4667
MEM 127.671875 1732392538.5722
MEM 127.687500 1732392538.6776
MEM 127.687500 1732392538.7796
MEM 127.687500 1732392538.8857
MEM 127.687500 1732392538.9894
MEM 127.687500 1732392539.0947
MEM 127.687500 1732392539.1974
MEM 127.703125 1732392539.2984
MEM 127.703125 1732392539.4037
MEM 144.031250 1732392539.5087
